epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.105490239586417,3.3740926627984704,21.813207314420943,47.8423081753696
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,3.0293172879481878,1.3741605521701281,62.529536129719375,87.45180948117734
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,1.8388931669118835,0.9366542368797414,73.63512001089782,93.35903494590225
epoch,train_loss,eval_loss,eval_top1,eval_top5
3,1.4097267973610734,0.8487836735534099,75.93582887700535,94.14251958711603
epoch,train_loss,eval_loss,eval_top1,eval_top5
4,1.2499113243630553,0.748754339333183,79.56721800771048,95.41101853003357
epoch,train_loss,eval_loss,eval_top1,eval_top5
5,1.1021546348342746,0.7683891805898578,79.89056087551299,95.78410645442109
epoch,train_loss,eval_loss,eval_top1,eval_top5
6,1.0020531831294532,0.7142357742618883,80.78597189404303,96.0577042656386
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.084721527700349,3.302604425755503,23.3801765968485,49.42171372194341
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,3.0024911972481436,1.3652172508472205,63.00211416727689,87.6880984999561
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,1.8253671691173643,0.9323933590349459,73.65999253919033,93.3217261534635
epoch,train_loss,eval_loss,eval_top1,eval_top5
3,1.4017228587405888,0.8710870855469236,75.72441238651909,93.86892177589851
epoch,train_loss,eval_loss,eval_top1,eval_top5
4,1.2369444378483014,0.7410829769647355,80.07710483770676,95.56025369978859
epoch,train_loss,eval_loss,eval_top1,eval_top5
5,1.1018005718631068,0.7463739454679533,80.1144136301455,95.77167019027485
epoch,train_loss,eval_loss,eval_top1,eval_top5
6,1.0116061575300113,0.7081545481203266,80.72379057331177,96.19450317124736
epoch,train_loss,eval_loss,eval_top1,eval_top5
7,0.951082626783003,0.7487339095205917,80.61186419599552,95.8587240392986
epoch,train_loss,eval_loss,eval_top1,eval_top5
8,0.8790064938659743,0.6807407037103789,81.3207312523318,96.28155702027111
epoch,train_loss,eval_loss,eval_top1,eval_top5
9,0.8559408663060721,0.6630519624521981,82.6514115159806,96.49297351075737
epoch,train_loss,eval_loss,eval_top1,eval_top5
10,0.8048092665986752,0.6660715213923175,82.98719064792937,96.80388011441363
epoch,train_loss,eval_loss,eval_top1,eval_top5
11,0.7974826945211944,0.6487653286595529,82.48974008207934,96.75413505782863
epoch,train_loss,eval_loss,eval_top1,eval_top5
12,0.731016988653367,0.738730065429141,81.33316751647806,96.48053724661112
epoch,train_loss,eval_loss,eval_top1,eval_top5
13,0.7423830010055557,0.649227281334892,83.73336649670439,96.79144385026738
epoch,train_loss,eval_loss,eval_top1,eval_top5
14,0.7145514738723988,0.6383155987728533,83.34784230817063,96.77900758612112
epoch,train_loss,eval_loss,eval_top1,eval_top5
15,0.6849774167997631,0.6963910221860801,83.14886208183061,96.61733615221988
epoch,train_loss,eval_loss,eval_top1,eval_top5
16,0.683351951203947,0.6824579719227503,82.92500932719811,96.44322845417237
epoch,train_loss,eval_loss,eval_top1,eval_top5
17,0.6879726285188217,0.6742302902064177,83.54682253451064,96.69195373709738
epoch,train_loss,eval_loss,eval_top1,eval_top5
18,0.6424072359607914,0.7060334960288512,82.7260291008581,96.38104713344111
epoch,train_loss,eval_loss,eval_top1,eval_top5
19,0.639600045568361,0.6182691878665222,84.33030717572441,96.91580649172988
epoch,train_loss,eval_loss,eval_top1,eval_top5
