epoch,train_loss,eval_loss,eval_top1,eval_top5
0,3.034801660045501,1.5452376994680852,60.851063862252744,85.37234045799742
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,3.1685786401071856,1.519065824468085,58.13829790480593,84.6808511287608
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,3.1651859052719606,1.575,57.92553191489362,84.25531921386718
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,0.7447359542692861,1.1741107047872341,69.36170212765957,90.85106382978724
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,0.22397421246334429,1.207866522606383,69.78723405878594,91.91489364948679
epoch,train_loss,eval_loss,eval_top1,eval_top5
3,0.059495164171582265,1.2422789228723403,71.4361702289987,91.968085171314
epoch,train_loss,eval_loss,eval_top1,eval_top5
4,0.01506425129745396,1.2116148603723405,72.97872342048808,91.96808510638297
epoch,train_loss,eval_loss,eval_top1,eval_top5
5,0.017585274849777982,1.2298371010638298,71.86170214389233,91.59574468085107
epoch,train_loss,eval_loss,eval_top1,eval_top5
6,0.017829684931184014,1.2562250664893617,72.44680852687105,91.80851070322889
epoch,train_loss,eval_loss,eval_top1,eval_top5
7,0.009879223010953396,1.271451130319149,72.07446810133914,91.59574471331658
epoch,train_loss,eval_loss,eval_top1,eval_top5
8,0.007909559430704722,1.2360330784574467,72.65957448431786,92.1276596393991
epoch,train_loss,eval_loss,eval_top1,eval_top5
9,0.004642249085009098,1.2418799867021277,72.39361703750934,92.3936170212766
epoch,train_loss,eval_loss,eval_top1,eval_top5
10,0.002121859735193392,1.2412898936170214,72.71276597367957,92.2340426181225
epoch,train_loss,eval_loss,eval_top1,eval_top5
11,0.0011127136381072623,1.2405169547872341,73.03191490984977,92.44680857556932
epoch,train_loss,eval_loss,eval_top1,eval_top5
12,0.0009704958835256196,1.2399975066489362,73.03191490984977,92.44680857556932
epoch,train_loss,eval_loss,eval_top1,eval_top5
13,0.0008645882058302841,1.2403008643617022,73.19148937793489,92.39361708620761
epoch,train_loss,eval_loss,eval_top1,eval_top5
14,0.0007817703674757673,1.2406416223404255,73.29787235665829,92.39361708620761
epoch,train_loss,eval_loss,eval_top1,eval_top5
15,0.0007185383545865695,1.2415433843085106,73.24468086729658,92.44680857556932
epoch,train_loss,eval_loss,eval_top1,eval_top5
16,0.0006654611995233403,1.241742852393617,73.24468086729658,92.44680857556932
epoch,train_loss,eval_loss,eval_top1,eval_top5
17,0.0006285131563462557,1.241863364361702,73.13829788857318,92.39361708620761
epoch,train_loss,eval_loss,eval_top1,eval_top5
